,pdx,pdy,nan,nan1
3,,,-49.619724,-6.655958
4,,,-49.61916,-6.6551876
5,,,-49.618572,-6.6546392
6,,,-49.618023,-6.6542463
7,,,-49.61754,-6.6539626
8,,,-49.61713,-6.653755
9,,,-49.61679,-6.6536016
10,,,-49.616524,-6.6534867
11,,,-49.616314,-6.6533995
12,,,-49.61615,-6.653333
13,,,-49.616028,-6.653281
14,,,-49.615936,-6.6532407
15,,,-49.61587,-6.6532087
16,,,-49.615826,-6.653183
17,,,-49.615795,-6.6531625
18,,,-49.61577,-6.653146
19,,,-49.615757,-6.6531324
0,,,-48.372765,-6.4065757
1,,,-48.373405,-6.4047046
2,,,-48.37322,-6.4033804
3,,,-48.372787,-6.4024487
4,,,-48.372227,-6.4017887
5,,,-48.371647,-6.4013176
6,,,-48.3711,-6.4009786
7,,,-48.370625,-6.400733
8,,,-48.370216,-6.4005527
9,,,-48.369892,-6.4004197
10,,,-48.369625,-6.400319
11,,,-48.369415,-6.4002433
12,,,-48.369255,-6.400185
13,,,-48.369137,-6.4001393
14,,,-48.369045,-6.400104
15,,,-48.368984,-6.400076
16,,,-48.36894,-6.4000535
17,,,-48.368904,-6.4000354
18,,,-48.36888,-6.400021
19,,,-48.368866,-6.400009
0,,,-47.12249,-6.180495
1,,,-47.123142,-6.179004
2,,,-47.12299,-6.1779513
3,,,-47.122593,-6.177211
4,,,-47.122066,-6.1766872
5,,,-47.121517,-6.1763144
6,,,-47.121002,-6.176047
7,,,-47.12055,-6.175853
8,,,-47.120163,-6.1757107
9,,,-47.119843,-6.175606
10,,,-47.11959,-6.1755276
11,,,-47.119392,-6.175468
12,,,-47.11924,-6.1754227
13,,,-47.119125,-6.1753874
14,,,-47.11904,-6.1753592
15,,,-47.118977,-6.175338
16,,,-47.118935,-6.17532
17,,,-47.118904,-6.175306
18,,,-47.118885,-6.175295
19,,,-47.11887,-6.1752853
0,,,-45.92402,-6.0022182
1,,,-45.924618,-6.0010276
2,,,-45.92446,-6.00019
3,,,-45.924065,-5.9996023
4,,,-45.923534,-5.9991875
5,,,-45.92299,-5.998893
6,,,-45.922474,-5.998682
7,,,-45.922016,-5.99853
8,,,-45.921635,-5.9984193
9,,,-45.921318,-5.9983373
10,,,-45.921066,-5.998276
11,,,-45.920864,-5.99823
12,,,-45.920715,-5.998194
13,,,-45.9206,-5.998167
14,,,-45.920513,-5.998145
15,,,-45.92045,-5.9981284
16,,,-45.92041,-5.9981146
17,,,-45.92038,-5.9981036
18,,,-45.920357,-5.998095
19,,,-45.92034,-5.9980884
0,,,-44.7293,-5.8576064
1,,,-44.729897,-5.8567033
2,,,-44.729675,-5.8560605
3,,,-44.72922,-5.8556066
4,,,-44.728645,-5.855283
5,,,-44.728058,-5.85505
6,,,-44.727512,-5.854882
7,,,-44.727028,-5.8547597
8,,,-44.726627,-5.854669
9,,,-44.72629,-5.854602
10,,,-44.72603,-5.854551
11,,,-44.725822,-5.854512
12,,,-44.725662,-5.854482
13,,,-44.725544,-5.8544593
14,,,-44.72546,-5.854441
15,,,-44.725395,-5.8544264
16,,,-44.72535,-5.854415
17,,,-44.72532,-5.8544054
18,,,-44.725296,-5.8543983
19,,,-44.72529,-5.854392
0,,,-43.55549,-5.74214
1,,,-43.55623,-5.7414737
2,,,-43.556118,-5.7410007
3,,,-43.555695,-5.740665
4,,,-43.55519,-5.740427
5,,,-43.554657,-5.740257
6,,,-43.55415,-5.7401342
7,,,-43.553707,-5.7400446
8,,,-43.553326,-5.7399793
9,,,-43.553017,-5.7399306
10,,,-43.552765,-5.7398934
11,,,-43.55257,-5.739866
12,,,-43.552425,-5.7398443
13,,,-43.552307,-5.7398276
14,,,-43.552227,-5.7398143
15,,,-43.552162,-5.7398043
16,,,-43.552124,-5.739796
17,,,-43.552094,-5.7397895
18,,,-43.552074,-5.7397842
19,,,-43.55206,-5.73978
0,,,-42.36112,-5.6663623
1,,,-42.362415,-5.6659584
2,,,-42.36269,-5.665665
3,,,-42.36239,-5.6654506
4,,,-42.361805,-5.665293
5,,,-42.361156,-5.665177
6,,,-42.36065,-5.665091
7,,,-42.3602,-5.665027
8,,,-42.359825,-5.6649795
9,,,-42.359516,-5.6649437
10,,,-42.359276,-5.6649156
11,,,-42.359085,-5.6648946
12,,,-42.35894,-5.664878
13,,,-42.35883,-5.6648655
14,,,-42.358753,-5.6648555
15,,,-42.358696,-5.664847
16,,,-42.358658,-5.664841
17,,,-42.35863,-5.664836
18,,,-42.358612,-5.664832
19,,,-42.358604,-5.664829
0,,,-41.214798,-5.6031637
1,,,-41.221207,-5.603044
2,,,-41.225174,-5.60296
3,,,-41.228172,-5.6029015
4,,,-41.23035,-5.60286
5,,,-41.23191,-5.602831
6,,,-41.233063,-5.6028104
7,,,-41.23404,-5.6027966
8,,,-41.234734,-5.6027865
9,,,-41.235218,-5.60278
10,,,-41.23555,-5.6027746
11,,,-41.235767,-5.6027713
12,,,-41.235912,-5.602769
13,,,-41.235996,-5.6027675
14,,,-41.236046,-5.6027665
15,,,-41.23607,-5.602766
16,,,-41.23608,-5.602765
17,,,-41.236076,-5.6027646
18,,,-41.236065,-5.6027646
19,,,-41.236053,-5.602764
0,,,-40.056675,-5.655547
1,,,-40.062977,-5.6550856
2,,,-40.067257,-5.6547503
3,,,-40.070145,-5.6545053
4,,,-40.072067,-5.654326
5,,,-40.073338,-5.6541934
6,,,-40.074165,-5.654094
7,,,-40.074696,-5.6540203
8,,,-40.07502,-5.653965
9,,,-40.07522,-5.6539226
10,,,-40.075333,-5.6538906
11,,,-40.075394,-5.6538672
12,,,-40.075424,-5.653849
13,,,-40.075436,-5.6538353
14,,,-40.075436,-5.653825
15,,,-40.075428,-5.6538167
16,,,-40.07542,-5.6538105
17,,,-40.075405,-5.6538057
18,,,-40.075397,-5.6538024
19,,,-40.07539,-5.6538
0,,,-38.959846,-5.7334013
1,,,-38.96598,-5.7325587
2,,,-38.970284,-5.7319484
3,,,-38.97323,-5.731511
4,,,-38.975246,-5.7311954
5,,,-38.976807,-5.7309656
6,,,-38.978065,-5.730801
7,,,-38.978985,-5.7306824
8,,,-38.97964,-5.7305965
9,,,-38.98011,-5.7305346
10,,,-38.980434,-5.7304893
11,,,-38.980648,-5.7304564
12,,,-38.980793,-5.7304325
13,,,-38.98088,-5.7304153
14,,,-38.980938,-5.730403
15,,,-38.980965,-5.730393
16,,,-38.980976,-5.7303867
17,,,-38.98098,-5.730381
18,,,-38.980976,-5.7303767
19,,,-38.98097,-5.7303743
0,,,-37.925156,-5.8512406
1,,,-37.931004,-5.849981
2,,,-37.93496,-5.849084
3,,,-37.937847,-5.84844
4,,,-37.94021,-5.8479776
5,,,-37.94197,-5.8476453
6,,,-37.943268,-5.8474064
7,,,-37.94421,-5.8472347
8,,,-37.944885,-5.8471117
9,,,-37.945354,-5.8470235
10,,,-37.945686,-5.84696
11,,,-37.945904,-5.8469143
12,,,-37.94605,-5.8468814
13,,,-37.946136,-5.8468575
14,,,-37.94619,-5.8468404
15,,,-37.94622,-5.846828
16,,,-37.946228,-5.8468184
17,,,-37.94623,-5.846812
18,,,-37.946228,-5.846806
19,,,-37.946224,-5.846802
0,,,-36.932117,-5.9792557
1,,,-36.938072,-5.977705
2,,,-36.942284,-5.9766073
3,,,-36.945362,-5.9758296
4,,,-36.9476,-5.97528
5,,,-36.949303,-5.9748898
6,,,-36.950634,-5.9746127
7,,,-36.95159,-5.974416
8,,,-36.952274,-5.974277
9,,,-36.95275,-5.974179
10,,,-36.953075,-5.9741096
11,,,-36.953297,-5.974061
12,,,-36.95344,-5.974026
13,,,-36.95353,-5.974002
14,,,-36.953583,-5.9739842
15,,,-36.953613,-5.973972
16,,,-36.953625,-5.973963
17,,,-36.953625,-5.973956
18,,,-36.95362,-5.973951
19,,,-36.953617,-5.9739475
0,,,-35.970055,-6.136934
1,,,-35.975273,-6.1351385
2,,,-35.97901,-6.133863
3,,,-35.98182,-6.132955
4,,,-35.98392,-6.13231
5,,,-35.985596,-6.131849
6,,,-35.986816,-6.1315207
7,,,-35.987698,-6.131288
8,,,-35.988327,-6.131123
9,,,-35.988766,-6.131006
10,,,-35.989067,-6.130923
11,,,-35.98927,-6.130864
12,,,-35.989403,-6.130822
13,,,-35.989487,-6.1307926
14,,,-35.989536,-6.130771
15,,,-35.98956,-6.130756
16,,,-35.98957,-6.1307445
17,,,-35.989574,-6.1307364
18,,,-35.98957,-6.13073
19,,,-35.989563,-6.130726
0,,,-35.073467,-6.3450375
1,,,-35.07819,-6.3427234
2,,,-35.0814,-6.341084
3,,,-35.08389,-6.3399134
4,,,-35.08591,-6.3390727
5,,,-35.087414,-6.338472
6,,,-35.088516,-6.338044
7,,,-35.089314,-6.337739
8,,,-35.08988,-6.337521
9,,,-35.09028,-6.3373666
10,,,-35.09055,-6.337256
11,,,-35.090736,-6.3371773
12,,,-35.090855,-6.3371215
13,,,-35.09093,-6.3370814
14,,,-35.090977,-6.3370523
15,,,-35.091,-6.3370314
16,,,-35.091007,-6.3370156
17,,,-35.09101,-6.3370047
18,,,-35.091007,-6.336996
19,,,-35.091003,-6.33699
0,,,-34.248547,-6.561718
1,,,-34.25375,-6.559017
2,,,-34.257187,-6.5571218
3,,,-34.259647,-6.555788
4,,,-34.26142,-6.5548506
5,,,-34.26269,-6.5541935
6,,,-34.263584,-6.5537324
7,,,-34.2643,-6.553407
8,,,-34.26483,-6.553178
9,,,-34.265205,-6.5530167
10,,,-34.26546,-6.552903
11,,,-34.265633,-6.552824
12,,,-34.265747,-6.5527687
13,,,-34.265816,-6.5527296
14,,,-34.265858,-6.5527024
15,,,-34.26588,-6.5526824
16,,,-34.265892,-6.5526686
17,,,-34.265896,-6.552658
18,,,-34.265892,-6.552651
19,,,-34.26589,-6.552645
0,,,-33.486416,-6.808157
1,,,-33.490574,-6.805251
2,,,-33.49338,-6.8032036
3,,,-33.495434,-6.801759
4,,,-33.49692,-6.80074
5,,,-33.497986,-6.8000236
6,,,-33.498814,-6.7995167
7,,,-33.499447,-6.7991576
8,,,-33.4999,-6.7989044
9,,,-33.500217,-6.798726
10,,,-33.50043,-6.798601
11,,,-33.50058,-6.7985134
12,,,-33.500675,-6.798451
13,,,-33.500736,-6.7984076
14,,,-33.50077,-6.7983766
15,,,-33.50079,-6.7983546
16,,,-33.500797,-6.7983384
17,,,-33.500797,-6.798327
18,,,-33.500797,-6.7983184
19,,,-33.50079,-6.7983117
0,,,-32.8311,-7.07233
1,,,-32.834805,-7.0691047
2,,,-32.83725,-7.06684
3,,,-32.839027,-7.065244
4,,,-32.84031,-7.064122
5,,,-32.841225,-7.0633345
6,,,-32.841873,-7.062782
7,,,-32.84242,-7.06239
8,,,-32.842808,-7.062114
9,,,-32.84308,-7.0619197
10,,,-32.843266,-7.061784
11,,,-32.843388,-7.0616884
12,,,-32.84347,-7.0616217
13,,,-32.843525,-7.061575
14,,,-32.843555,-7.0615416
15,,,-32.84357,-7.0615177
16,,,-32.84358,-7.0615005
17,,,-32.84358,-7.061488
18,,,-32.84358,-7.0614796
19,,,-32.843575,-7.0614724
0,,,-32.259995,-7.369265
1,,,-32.263096,-7.365699
2,,,-32.265152,-7.363195
3,,,-32.266632,-7.3614316
4,,,-32.2677,-7.3601923
5,,,-32.268467,-7.359322
6,,,-32.269012,-7.3587127
7,,,-32.26945,-7.3582807
8,,,-32.269775,-7.3579764
9,,,-32.270004,-7.3577633
10,,,-32.27016,-7.3576136
11,,,-32.270264,-7.3575087
12,,,-32.270332,-7.357435
13,,,-32.270374,-7.357383
14,,,-32.2704,-7.3573465
15,,,-32.270416,-7.357321
16,,,-32.270424,-7.3573017
17,,,-32.270424,-7.3572884
18,,,-32.27042,-7.3572783
19,,,-32.27042,-7.3572707
0,,,-31.794716,-7.6887717
1,,,-31.797258,-7.68485
2,,,-31.798939,-7.6821017
3,,,-31.800083,-7.680179
4,,,-31.800907,-7.678832
5,,,-31.801498,-7.677891
6,,,-31.80191,-7.6772346
7,,,-31.8022,-7.676778
8,,,-31.802423,-7.676457
9,,,-31.802599,-7.676231
10,,,-31.80272,-7.6760726
11,,,-31.802801,-7.6759624
12,,,-31.80285,-7.6758847
13,,,-31.802885,-7.675831
14,,,-31.802904,-7.6757927
15,,,-31.802916,-7.6757655
16,,,-31.80292,-7.675747
17,,,-31.802923,-7.6757326
18,,,-31.80292,-7.6757226
19,,,-31.802917,-7.675715
0,,,-31.40822,-8.023034
1,,,-31.410002,-8.018863
2,,,-31.411186,-8.01594
3,,,-31.41198,-8.0139
4,,,-31.41255,-8.012473
5,,,-31.412958,-8.011477
6,,,-31.413242,-8.010784
7,,,-31.413443,-8.010303
8,,,-31.413588,-8.009967
9,,,-31.413706,-8.00973
10,,,-31.413792,-8.009564
11,,,-31.413847,-8.009449
12,,,-31.413881,-8.009369
13,,,-31.413906,-8.009313
14,,,-31.413921,-8.009274
15,,,-31.413927,-8.009245
16,,,-31.41393,-8.009225
17,,,-31.41393,-8.009211
18,,,-31.41393,-8.009201
19,,,-31.413927,-8.009192
0,,,-31.131191,-8.388229
1,,,-31.132305,-8.383579
2,,,-31.133053,-8.380326
3,,,-31.133549,-8.378066
4,,,-31.133875,-8.376512
5,,,-31.13409,-8.375442
6,,,-31.134241,-8.374704
7,,,-31.134344,-8.3742
8,,,-31.134415,-8.373854
9,,,-31.134459,-8.373617
10,,,-31.13449,-8.373456
11,,,-31.134508,-8.373347
12,,,-31.134518,-8.373272
13,,,-31.134525,-8.373221
14,,,-31.13453,-8.373185
15,,,-31.134533,-8.373158
16,,,-31.134535,-8.37314
17,,,-31.134535,-8.373127
18,,,-31.134535,-8.3731165
19,,,-31.134533,-8.373109
0,,,-30.950151,-8.78013
1,,,-30.95026,-8.775705
2,,,-30.95033,-8.772556
3,,,-30.950378,-8.770305
4,,,-30.950409,-8.76869
5,,,-30.950428,-8.767526
6,,,-30.95044,-8.766682
7,,,-30.950445,-8.766067
8,,,-30.950449,-8.7656145
9,,,-30.950449,-8.765283
10,,,-30.95045,-8.765036
11,,,-30.950449,-8.764852
12,,,-30.950449,-8.764712
13,,,-30.950449,-8.764608
14,,,-30.950447,-8.764528
15,,,-30.950447,-8.764468
16,,,-30.950447,-8.7644205
17,,,-30.950445,-8.764384
18,,,-30.950445,-8.764357
19,,,-30.950445,-8.764335
0,,,-31.087957,-9.197879
1,,,-31.08802,-9.193536
2,,,-31.088041,-9.190399
3,,,-31.088045,-9.188124
4,,,-31.088036,-9.186464
5,,,-31.088022,-9.185247
6,,,-31.088007,-9.184353
7,,,-31.087992,-9.183688
8,,,-31.08798,-9.183194
9,,,-31.087967,-9.182825
10,,,-31.087957,-9.182547
11,,,-31.087952,-9.182336
12,,,-31.087946,-9.182176
13,,,-31.087938,-9.182054
14,,,-31.087936,-9.18196
15,,,-31.087933,-9.181888
16,,,-31.087933,-9.181832
17,,,-31.08793,-9.181789
18,,,-31.08793,-9.181756
19,,,-31.087927,-9.181729
0,,,-31.38942,-9.6177025
1,,,-31.389486,-9.613322
2,,,-31.389492,-9.610146
3,,,-31.389465,-9.607834
4,,,-31.389423,-9.606141
5,,,-31.389378,-9.604897
6,,,-31.389332,-9.603977
7,,,-31.389294,-9.603293
8,,,-31.38926,-9.602783
9,,,-31.38923,-9.602401
10,,,-31.38921,-9.602112
11,,,-31.389193,-9.601893
12,,,-31.38918,-9.601727
13,,,-31.389168,-9.6016
14,,,-31.389158,-9.601502
15,,,-31.389154,-9.601427
16,,,-31.389147,-9.601369
17,,,-31.389145,-9.601325
18,,,-31.389145,-9.60129
19,,,-31.389141,-9.601262
0,,,-31.79151,-10.061736
1,,,-31.791548,-10.05728
2,,,-31.79151,-10.054036
3,,,-31.791433,-10.051666
4,,,-31.791348,-10.049926
5,,,-31.791264,-10.048641
6,,,-31.791187,-10.047689
7,,,-31.79112,-10.046981
8,,,-31.791065,-10.04645
9,,,-31.791023,-10.04605
10,,,-31.790987,-10.04575
11,,,-31.79096,-10.045521
12,,,-31.79094,-10.045346
13,,,-31.790922,-10.045214
14,,,-31.790909,-10.045112
15,,,-31.790901,-10.0450325
16,,,-31.790895,-10.044971
17,,,-31.79089,-10.044924
18,,,-31.790888,-10.044888
19,,,-31.790884,-10.04486
0,,,-32.33684,-10.536127
1,,,-32.3369,-10.531367
2,,,-32.33685,-10.527903
3,,,-32.33675,-10.525369
4,,,-32.33664,-10.523508
5,,,-32.33653,-10.522135
6,,,-32.33643,-10.521116
7,,,-32.33634,-10.520358
8,,,-32.336273,-10.519791
9,,,-32.336212,-10.519363
10,,,-32.336166,-10.519041
11,,,-32.33613,-10.518797
12,,,-32.3361,-10.51861
13,,,-32.336082,-10.518468
14,,,-32.336063,-10.518359
15,,,-32.336052,-10.518274
16,,,-32.336044,-10.518209
17,,,-32.336037,-10.51816
18,,,-32.336037,-10.51812
19,,,-32.336033,-10.51809
0,,,-33.034126,-11.021786
1,,,-33.034145,-11.016879
2,,,-33.034042,-11.013308
3,,,-33.03389,-11.010695
4,,,-33.033726,-11.008777
5,,,-33.033566,-11.007361
6,,,-33.033424,-11.00631
7,,,-33.033302,-11.005528
8,,,-33.033203,-11.004943
9,,,-33.033123,-11.004501
10,,,-33.033062,-11.0041685
11,,,-33.033012,-11.003916
12,,,-33.032974,-11.003723
13,,,-33.032948,-11.003577
14,,,-33.032925,-11.003464
15,,,-33.032913,-11.003377
16,,,-33.032898,-11.00331
17,,,-33.032894,-11.003259
18,,,-33.032887,-11.003218
19,,,-33.032883,-11.003187
0,,,-33.85035,-11.544043
1,,,-33.850323,-11.538903
2,,,-33.850166,-11.535155
3,,,-33.84996,-11.5324135
4,,,-33.84974,-11.530396
5,,,-33.849533,-11.528906
6,,,-33.84935,-11.5278
7,,,-33.849197,-11.526974
8,,,-33.84907,-11.526356
9,,,-33.84897,-11.525891
10,,,-33.848892,-11.525538
11,,,-33.84883,-11.525271
12,,,-33.848785,-11.525067
13,,,-33.84875,-11.524912
14,,,-33.848724,-11.524793
15,,,-33.848705,-11.524701
16,,,-33.84869,-11.52463
17,,,-33.848682,-11.524574
18,,,-33.848675,-11.524531
19,,,-33.84867,-11.524499
0,,,-34.80672,-12.072281
1,,,-34.806698,-12.066933
2,,,-34.80652,-12.063034
3,,,-34.80628,-12.060181
4,,,-34.806023,-12.058083
5,,,-34.805786,-12.056534
6,,,-34.805576,-12.055384
7,,,-34.8054,-12.054525
8,,,-34.80526,-12.053883
9,,,-34.80514,-12.053396
10,,,-34.80505,-12.0530205
11,,,-34.804977,-12.052728
12,,,-34.80492,-12.052506
13,,,-34.804874,-12.052338
14,,,-34.80484,-12.052208
15,,,-34.804813,-12.052111
16,,,-34.804794,-12.052035
17,,,-34.80478,-12.051978
18,,,-34.80477,-12.051934
19,,,-34.804764,-12.051901
0,,,-35.90889,-12.645014
1,,,-35.908844,-12.6394
2,,,-35.908627,-12.635305
3,,,-35.90834,-12.632307
4,,,-35.908043,-12.630101
5,,,-35.90776,-12.62847
6,,,-35.907516,-12.62726
7,,,-35.907307,-12.626357
8,,,-35.907143,-12.62568
9,,,-35.907005,-12.625171
10,,,-35.906902,-12.6247835
11,,,-35.90682,-12.62449
12,,,-35.906757,-12.624256
13,,,-35.906704,-12.624079
14,,,-35.90667,-12.623942
15,,,-35.90664,-12.623839
16,,,-35.90662,-12.623759
17,,,-35.906605,-12.623698
18,,,-35.90659,-12.623651
19,,,-35.90658,-12.623615
0,,,-37.171158,-13.238259
1,,,-37.171116,-13.232327
2,,,-37.170864,-13.228004
3,,,-37.170532,-13.224839
4,,,-37.17019,-13.222511
5,,,-37.16987,-13.220792
6,,,-37.169586,-13.219515
7,,,-37.169346,-13.218564
8,,,-37.169155,-13.217851
9,,,-37.169,-13.217314
10,,,-37.168877,-13.216907
11,,,-37.16878,-13.216598
12,,,-37.16871,-13.216356
13,,,-37.16865,-13.216169
14,,,-37.16861,-13.216025
15,,,-37.16858,-13.215917
16,,,-37.168552,-13.215832
17,,,-37.168537,-13.215768
18,,,-37.168526,-13.215718
19,,,-37.168514,-13.21568
0,,,-38.562077,-13.80156
1,,,-38.561993,-13.795729
2,,,-38.56169,-13.791482
3,,,-38.56131,-13.788373
4,,,-38.560917,-13.786088
5,,,-38.560555,-13.784397
6,,,-38.56023,-13.783109
7,,,-38.559948,-13.78212
8,,,-38.55971,-13.781376
9,,,-38.559517,-13.780816
10,,,-38.559357,-13.780394
11,,,-38.559227,-13.780077
12,,,-38.559128,-13.779838
13,,,-38.55905,-13.779657
14,,,-38.55899,-13.779521
15,,,-38.558945,-13.779418
16,,,-38.55891,-13.779341
17,,,-38.558887,-13.779283
18,,,-38.558872,-13.77924
19,,,-38.558857,-13.779207
0,,,-40.098106,-14.20558
1,,,-40.09805,-14.200799
2,,,-40.097748,-14.197288
3,,,-40.097336,-14.194654
4,,,-40.096897,-14.192709
5,,,-40.096485,-14.191276
6,,,-40.09611,-14.190223
7,,,-40.0958,-14.189458
8,,,-40.09554,-14.188898
9,,,-40.09532,-14.188487
10,,,-40.09515,-14.188186
11,,,-40.095016,-14.187964
12,,,-40.09491,-14.187802
13,,,-40.094826,-14.187683
14,,,-40.09476,-14.187594
15,,,-40.09471,-14.18753
16,,,-40.094677,-14.187481
17,,,-40.09465,-14.187446
18,,,-40.09463,-14.187419
19,,,-40.094616,-14.187399
0,,,-41.803066,-14.433832
1,,,-41.80237,-14.430912
2,,,-41.80156,-14.428792
3,,,-41.80075,-14.427223
4,,,-41.799995,-14.426036
5,,,-41.799324,-14.42515
6,,,-41.798748,-14.424491
7,,,-41.798264,-14.424001
8,,,-41.797867,-14.4236355
9,,,-41.797554,-14.423366
10,,,-41.797306,-14.423168
11,,,-41.79711,-14.423022
12,,,-41.796967,-14.4229145
13,,,-41.796856,-14.422835
14,,,-41.796776,-14.422775
15,,,-41.79671,-14.422733
16,,,-41.796673,-14.422702
17,,,-41.796646,-14.42268
18,,,-41.796623,-14.422663
19,,,-41.79661,-14.422651
0,,,-43.43702,-14.727454
1,,,-43.437305,-14.724742
2,,,-43.437252,-14.722771
3,,,-43.437054,-14.721338
4,,,-43.436794,-14.72029
5,,,-43.43653,-14.719494
6,,,-43.43627,-14.718901
7,,,-43.436035,-14.718461
8,,,-43.43583,-14.718134
9,,,-43.435658,-14.717893
10,,,-43.43551,-14.717713
11,,,-43.43539,-14.717581
12,,,-43.4353,-14.717483
13,,,-43.435226,-14.717409
14,,,-43.43517,-14.717356
15,,,-43.435123,-14.717316
16,,,-43.43509,-14.717286
17,,,-43.435062,-14.717263
18,,,-43.435043,-14.717247
19,,,-43.43503,-14.717234
0,,,-45.099995,-14.74519
1,,,-45.098564,-14.743816
2,,,-45.097122,-14.742827
3,,,-45.09579,-14.742118
4,,,-45.09462,-14.741608
5,,,-45.09362,-14.741243
6,,,-45.092793,-14.740983
7,,,-45.092117,-14.740798
8,,,-45.09158,-14.740665
9,,,-45.091156,-14.740571
10,,,-45.090824,-14.740505
11,,,-45.090572,-14.740456
12,,,-45.090374,-14.740422
13,,,-45.09023,-14.740397
14,,,-45.09012,-14.74038
15,,,-45.090034,-14.740368
16,,,-45.089977,-14.740358
17,,,-45.08993,-14.740352
18,,,-45.0899,-14.740346
19,,,-45.089874,-14.740342
0,,,-46.300938,-14.747284
1,,,-46.299294,-14.746274
2,,,-46.297462,-14.745562
3,,,-46.29569,-14.745065
4,,,-46.294083,-14.744714
5,,,-46.29268,-14.744464
6,,,-46.291496,-14.744286
7,,,-46.290524,-14.744157
8,,,-46.289734,-14.744063
9,,,-46.2891,-14.743995
10,,,-46.288605,-14.743946
11,,,-46.28821,-14.743908
12,,,-46.28791,-14.74388
13,,,-46.287678,-14.743859
14,,,-46.287502,-14.743844
15,,,-46.287365,-14.743832
16,,,-46.287262,-14.743821
17,,,-46.287186,-14.743814
18,,,-46.287132,-14.743809
19,,,-46.28709,-14.743805
0,,,-47.75303,-14.688778
1,,,-47.75204,-14.685894
2,,,-47.750717,-14.683852
3,,,-47.749332,-14.6824045
4,,,-47.74803,-14.681392
5,,,-47.746864,-14.680669
6,,,-47.745857,-14.68015
7,,,-47.745014,-14.679775
8,,,-47.744324,-14.6795025
9,,,-47.743767,-14.679302
10,,,-47.74332,-14.679154
11,,,-47.742973,-14.679045
12,,,-47.742702,-14.678963
13,,,-47.74249,-14.6789
14,,,-47.742325,-14.678853
15,,,-47.742203,-14.678817
16,,,-47.742107,-14.678788
17,,,-47.742035,-14.678767
18,,,-47.74198,-14.67875
19,,,-47.74194,-14.678737
0,,,-48.604378,-14.552086
1,,,-48.60323,-14.547644
2,,,-48.6018,-14.544394
3,,,-48.60034,-14.5420065
4,,,-48.599003,-14.540296
5,,,-48.59784,-14.539061
6,,,-48.59686,-14.538168
7,,,-48.596046,-14.537516
8,,,-48.595398,-14.53706
9,,,-48.59488,-14.536731
10,,,-48.594467,-14.536488
11,,,-48.59415,-14.536307
12,,,-48.593895,-14.536171
13,,,-48.593704,-14.536068
14,,,-48.59356,-14.53599
15,,,-48.593445,-14.535929
16,,,-48.593357,-14.535883
17,,,-48.593296,-14.535848
18,,,-48.593246,-14.535819
19,,,-48.593212,-14.535798
0,,,-49.632404,-14.194358
1,,,-49.631622,-14.189408
2,,,-49.630577,-14.185788
3,,,-49.629498,-14.183176
4,,,-49.628487,-14.181301
5,,,-49.627594,-14.179946
6,,,-49.62683,-14.178961
7,,,-49.62621,-14.178278
8,,,-49.625698,-14.177778
9,,,-49.625286,-14.17741
10,,,-49.624958,-14.1771345
11,,,-49.624695,-14.176931
12,,,-49.624493,-14.176776
13,,,-49.624336,-14.17666
14,,,-49.624218,-14.176569
15,,,-49.624126,-14.1765
16,,,-49.624054,-14.176448
17,,,-49.624004,-14.176406
18,,,-49.623966,-14.176375
19,,,-49.62393,-14.17635
0,,,-50.29347,-13.805667
1,,,-50.292736,-13.800948
2,,,-50.29175,-13.797483
3,,,-50.29072,-13.794929
4,,,-50.289753,-13.793038
5,,,-50.288906,-13.791665
6,,,-50.288185,-13.790665
7,,,-50.287598,-13.789936
8,,,-50.287117,-13.789398
9,,,-50.286736,-13.789002
10,,,-50.286438,-13.78872
11,,,-50.28621,-13.788519
12,,,-50.28603,-13.788366
13,,,-50.285892,-13.788252
14,,,-50.285786,-13.788164
15,,,-50.2857,-13.788098
16,,,-50.28564,-13.788045
17,,,-50.285595,-13.788006
18,,,-50.28556,-13.787974
19,,,-50.285534,-13.78795
0,,,-50.798428,-13.382737
1,,,-50.797886,-13.378661
2,,,-50.797188,-13.375673
3,,,-50.796474,-13.373479
4,,,-50.79582,-13.371901
5,,,-50.795242,-13.370759
6,,,-50.794758,-13.369932
7,,,-50.794357,-13.369326
8,,,-50.794033,-13.368903
9,,,-50.793774,-13.368596
10,,,-50.79357,-13.368368
11,,,-50.793407,-13.368197
12,,,-50.793285,-13.368069
13,,,-50.793186,-13.367972
14,,,-50.79311,-13.367897
15,,,-50.793053,-13.367841
16,,,-50.793015,-13.367797
17,,,-50.79298,-13.3677635
18,,,-50.792957,-13.367736
19,,,-50.79294,-13.367716
0,,,-51.248573,-13.0358095
1,,,-51.248165,-13.031068
2,,,-51.247627,-13.027602
3,,,-51.247074,-13.025119
4,,,-51.246563,-13.023335
5,,,-51.246113,-13.022052
6,,,-51.245728,-13.021133
7,,,-51.245407,-13.020487
8,,,-51.24515,-13.020015
9,,,-51.24494,-13.019668
10,,,-51.244774,-13.01941
11,,,-51.244644,-13.0192175
12,,,-51.24454,-13.019072
13,,,-51.244465,-13.018962
14,,,-51.244404,-13.01888
15,,,-51.244354,-13.018815
16,,,-51.244324,-13.018765
17,,,-51.244293,-13.018726
18,,,-51.244274,-13.018698
19,,,-51.244263,-13.018674
0,,,-51.821785,-12.704561
1,,,-51.82137,-12.699773
2,,,-51.8208,-12.696253
